,age,year,L,D
1164,53,1943,751664.61,12295.09
1165,54,1943,728890.26,12800.58
1166,55,1943,700915.53,13249.43
1167,56,1943,672208.02,13672.55
1168,57,1943,642147.2,14077.63
1169,58,1943,611404.76,14464.71
1170,59,1943,580831.47,14833.76
1171,60,1943,560463.92,15189.33
1172,61,1943,543945.8,15549.51
1173,62,1943,525619.94,15918.85
1174,63,1943,503883,16297.34
1175,64,1943,479618.25,16684.97
1176,65,1943,454449.77,17074.81
1177,66,1943,429738.32,17439.08
1178,67,1943,406640.78,17770.81
1179,68,1943,384570.95,18070.04
1180,69,1943,362481.05,18336.74
1181,70,1943,335104.82,18545.46
1182,71,1943,304166.31,18594.34
1183,72,1943,274316.06,18457.93
1184,73,1943,246852.66,18136.22
1185,74,1943,222209.19,17629.22
1186,75,1943,199448.55,16970.81
1187,76,1943,178944.26,16296.62
1188,77,1943,158260.71,15640.52
1189,78,1943,136640.96,15002.53
1190,79,1943,116726.09,14382.64
1191,80,1943,104656.64,13752.9
1192,81,1943,91120.3,13001.45
1193,82,1943,78363.94,12100.36
1194,83,1943,65738.08,11049.61
1195,84,1943,53734.87,9849.2
1196,85,1943,43244.4,8539.76
1197,86,1943,34305.07,7283.79
1198,87,1943,26661.98,6121.9
1199,88,1943,20226.26,5054.1
1200,89,1943,14981.61,4080.39
1201,90,1943,10900.46,3206.28
1202,91,1943,7886.13,2453.82
1203,92,1943,5749.38,1828.53
1204,93,1943,4213.13,1330.41
1205,94,1943,3065.59,959.46
1206,95,1943,2198.14,701.79
1207,96,1943,1549.93,501.93
1208,97,1943,1092.38,346.01
1209,98,1943,780.32,234.01
1210,99,1943,560.92,165.96
1211,0,1943,387.08,152.99
1212,1,1943,256.41,104
1213,2,1943,167.11,68.96
1214,3,1943,107.28,44.7
1215,4,1943,67.76,28.56
1216,5,1943,42.17,17.61
1217,6,1943,24.65,10.48
1218,7,1943,13.33,6.19
1219,8,1943,7.49,3.79
1220,9,1943,5.04,2.29
1221,10,1943,9.21,2.05
1222,0,1944,1309506.3,63340.27
1223,1,1944,1325409.22,5862.05
1224,2,1944,1328010.26,3109.74
1225,3,1944,1232789.34,2157.6
1226,4,1944,1177805.26,1610.94
1227,5,1944,1130188.88,1403.69
1228,6,1944,1105403.37,1313.88
1229,7,1944,1076177.09,1235.49
1230,8,1944,1048531.67,1168.51
1231,9,1944,1024571.27,1112.94
1232,10,1944,1058531.57,1076.18
1233,11,1944,1079890.86,1087.72
1234,12,1944,1116475.08,1154.96
1235,13,1944,1150759.58,1277.89
1236,14,1944,1180971.63,1456.52
1237,15,1944,1194266.55,1681.7
1238,16,1944,1191892.72,1916.84
1239,17,1944,1188292.43,2152.78
1240,18,1944,925334.03,2389.54
1241,19,1944,800959.82,2627.1
1242,20,1944,777152.9,2851.03
1243,21,1944,796379.34,3003.56
1244,22,1944,816166.19,3070.24
1245,23,1944,828175.41,3051.08
1246,24,1944,842294.4,2946.07
1247,25,1944,869122.58,2780.75
1248,26,1944,880563.18,2657.29
1249,27,1944,890465.31,2601.22
1250,28,1944,903767.8,2612.55
1251,29,1944,916315.18,2691.25
1252,30,1944,918276.59,2827.27
1253,31,1944,922461.47,2980.2
1254,32,1944,923677.95,3139.96
1255,33,1944,921609.15,3306.55
1256,34,1944,918336.95,3479.96
1257,35,1944,921399.72,3664.65
1258,36,1944,925304.48,3878.31
1259,37,1944,929618.15,4125.39
1260,38,1944,932607.26,4405.89
1261,39,1944,933167.92,4719.81
1262,40,1944,928875.14,5063.18
1263,41,1944,925379.03,5420.11
1264,42,1944,920830.36,5786.6
1265,43,1944,914477.86,6162.67
1266,44,1944,903988.62,6548.34
1267,45,1944,892718.23,6954.01
1268,46,1944,880313.34,7421.44
1269,47,1944,869833.44,7961.08
1270,48,1944,860635.73,8572.9
1271,49,1944,852262.84,9256.94
1272,50,1944,835954.95,9992.88
1273,51,1944,811977.88,10699.58
1274,52,1944,785654.98,11356.74
1275,53,1944,758975.93,11964.38
1276,54,1944,734193.63,12522.48
1277,55,1944,707920.12,13033.97
1278,56,1944,681951.31,13510.5
1279,57,1944,653559.66,13955
1280,58,1944,623782.52,14367.46
1281,59,1944,593306.41,14747.88
1282,60,1944,570821.2,15101.77
1283,61,1944,553557.04,15451.18
1284,62,1944,536293.7,15801.6
1285,63,1944,517176.33,16153.05
1286,64,1944,494883.86,16505.53
1287,65,1944,469325.42,16853.34
1288,66,1944,442029.3,17173.65
1289,67,1944,416547.81,17460.77
1290,68,1944,392979.03,17714.71
1291,69,1944,370581.57,17935.45
1292,70,1944,344200.45,18103.06
1293,71,1944,313371.28,18137.7
1294,72,1944,282874.19,18019.43
1295,73,1944,253489.18,17748.23
1296,74,1944,226432.06,17324.13
1297,75,1944,202432.27,16765.48
1298,76,1944,182456.6,16145.7
1299,77,1944,163202.74,15483.15
1300,78,1944,143495.98,14777.85
1301,79,1944,122507.24,14029.78
1302,80,1944,106323.14,13232.53
1303,81,1944,91568.2,12360.39
1304,82,1944,78900.79,11406.94
1305,83,1944,67128.59,10372.19
1306,84,1944,55602.13,9256.13
1307,85,1944,44766.13,8083.06
1308,86,1944,35528.38,6950.21
1309,87,1944,27743.73,5881.85
1310,88,1944,21176.08,4878.01
1311,89,1944,15736.56,3938.67
1312,90,1944,11388.42,3075
1313,91,1944,8135.69,2331.65
1314,92,1944,5804.24,1719.76
1315,93,1944,4221.07,1239.34
1316,94,1944,3109.1,890.4
1317,95,1944,2258.31,657.4
1318,96,1944,1615.16,478.29
1319,97,1944,1135.51,337.51
1320,98,1944,805.36,235.08
1321,99,1944,579.54,170.99
1322,0,1944,396.79,154.06
1323,1,1944,260.26,104
1324,2,1944,170.37,70.39
1325,3,1944,110.15,46.52
1326,4,1944,70.39,30.08
1327,5,1944,44.21,19.19
1328,6,1944,27.65,11.82
1329,7,1944,16,7.04
1330,8,1944,8.22,4.16
1331,9,1944,4.35,2.55
1332,10,1944,10.8,2.73
1333,0,1945,1264820.6,60068.21
1334,1,1945,1329246.84,4966.81
1335,2,1945,1418350.46,2959.46
1336,3,1945,1339991.74,2120.48
1337,4,1945,1237200.62,1695.98
1338,5,1945,1152431.97,1453.64
1339,6,1945,1125784.23,1283.61
1340,7,1945,1101836.94,1150.49
1341,8,1945,1071496.27,1054.26
1342,9,1945,1049098.62,994.93
1343,10,1945,1072101.37,975.02
1344,11,1945,1067485.77,1004.58
1345,12,1945,1086212.96,1086.14
1346,13,1945,1121333.58,1219.69
1347,14,1945,1154775.01,1405.23
1348,15,1945,1165986.64,1629.82
1349,16,1945,1166397.31,1841.62
1350,17,1945,1163718.54,2027.68
1351,18,1945,846865.24,2188
1352,19,1945,755944.1,2322.58
1353,20,1945,749554.27,2430.74
1354,21,1945,773444.77,2509.71
1355,22,1945,805253.76,2558.82
1356,23,1945,834961.52,2578.07
1357,24,1945,854637.37,2567.45
1358,25,1945,877693.34,2537.1
1359,26,1945,888636.57,2527.54
1360,27,1945,893523.84,2548.9
1361,28,1945,899205.89,2601.18
1362,29,1945,910151.52,2684.37
1363,30,1945,915362.9,2796.53
1364,31,1945,925009.66,2929.76
1365,32,1945,930735.7,3082.11
1366,33,1945,932212.91,3253.57
1367,34,1945,929047.35,3444.15
1368,35,1945,931339.76,3655.09
1369,36,1945,934267.64,3891.43
1370,37,1945,938606.47,4154.43
1371,38,1945,943580.34,4444.09
1372,39,1945,947327.78,4760.4
1373,40,1945,943640.37,5101.33
1374,41,1945,938591.76,5458.65
1375,42,1945,932585.97,5830.29
1376,43,1945,925103.15,6216.28
1377,44,1945,915451.69,6616.61
1378,45,1945,905313.21,7038.82
1379,46,1945,891436.55,7513.06
1380,47,1945,878056.11,8046.89
1381,48,1945,866786.36,8640.3
1382,49,1945,857185.19,9293.3
1383,50,1945,842342.68,9992.11
1384,51,1945,820696.77,10681.72
1385,52,1945,795837.15,11348.38
1386,53,1945,768587.94,11992.1
1387,54,1945,741046.08,12612.86
1388,55,1945,714541.68,13205.81
1389,56,1945,691289.17,13751.62
1390,57,1945,665536.17,14245.4
1391,58,1945,637478.54,14687.17
1392,59,1945,607932.88,15076.93
1393,60,1945,583896.04,15423.78
1394,61,1945,565117.31,15764.12
1395,62,1945,547132.2,16107.04
1396,63,1945,528957,16452.54
1397,64,1945,508883.42,16800.63
1398,65,1945,484468.03,17141.77
1399,66,1945,455647.25,17437.81
1400,67,1945,427587.35,17679.23
1401,68,1945,401455.42,17866.01
1402,69,1945,377539.2,17998.17
1403,70,1945,351908.94,18069.59
1404,71,1945,322034.43,18055.87
1405,72,1945,291611.05,17950.91
1406,73,1945,261665.75,17754.71
1407,74,1945,232886.5,17467.27
1408,75,1945,206958.04,17081.88
1409,76,1945,186793.35,16571.64
1410,77,1945,167716.95,15929.82
1411,78,1945,149534,15156.45
1412,79,1945,130703.35,14251.52
1413,80,1945,110778.06,13237.73
1414,81,1945,93558.71,12205.91
1415,82,1945,79774.99,11178.78
1416,83,1945,68116.82,10156.34
1417,84,1945,57391.9,9138.58
1418,85,1945,46914.45,8126.02
1419,86,1945,37193.44,7120.72
1420,87,1945,29006.62,6123.19
1421,88,1945,22236.84,5133.44
1422,89,1945,16647.99,4151.45
1423,90,1945,12126.34,3201.91
1424,91,1945,8642.55,2383.47
1425,92,1945,6098.44,1720.82
1426,93,1945,4332.02,1213.94
1427,94,1945,3170.31,862.83
1428,95,1945,2339.94,646.95
1429,96,1945,1693.48,483.96
1430,97,1945,1203.4,353.31
1431,98,1945,841.45,255
1432,99,1945,593.63,189.04
1433,0,1945,407.97,158.98
1434,1,1945,267.51,107.09
1435,2,1945,173.52,71.3
1436,3,1945,112.03,47.59
1437,4,1945,71.85,31.02
1438,5,1945,45.79,19.77
1439,6,1945,28.62,12.43
1440,7,1945,18.11,7.55
1441,8,1945,10.35,4.44
1442,9,1945,4.9,2.59
1443,10,1945,11.2,2.79
1444,0,1946,1377798.41,64010.9
1445,1,1946,1295567.65,4464.39
1446,2,1946,1411155.29,2659.61
1447,3,1946,1435384.24,2118.08
1448,4,1946,1346588.97,1601.57
1449,5,1946,1207115.74,1350.09
1450,6,1946,1151160.68,1212.79
1451,7,1946,1125410.7,1102
1452,8,1946,1100002.15,1017.72
1453,9,1946,1072091.42,959.94
1454,10,1946,1093328.62,931.35
1455,11,1946,1084183.48,942.53
1456,12,1946,1077969.02,996.18
1457,13,1946,1094220.67,1092.26
1458,14,1946,1127910.85,1230.79
1459,15,1946,1140626.21,1406.85
1460,16,1946,1142283.95,1600.73
1461,17,1946,1141187.16,1807.5
1462,18,1946,873709.67,2027.16
1463,19,1946,885477.68,2259.71
1464,20,1946,920553.62,2491.8
1465,21,1946,959743.68,2669.99
1466,22,1946,997290.01,2780.92
1467,23,1946,1035434.96,2824.6
1468,24,1946,1063388.23,2801.01
1469,25,1946,1073504.27,2727.64
1470,26,1946,1068736.79,2674.37
1471,27,1946,1060799.76,2658.68
1472,28,1946,1047755.85,2680.56
1473,29,1946,1036661.42,2740.01
1474,30,1946,1027987.42,2834.42
1475,31,1946,1030304.39,2953.29
1476,32,1946,1028151.34,3094.01
1477,33,1946,1022868.22,3256.59
1478,34,1946,1014324.16,3441
1479,35,1946,1009033.63,3645.45
1480,36,1946,1002448.26,3862.63
1481,37,1946,997631.96,4090.72
1482,38,1946,993983.85,4329.73
1483,39,1946,989925.16,4579.64
1484,40,1946,979117.52,4844.83
1485,41,1946,963917,5142.8
1486,42,1946,949436.6,5477.88
1487,43,1946,936309.8,5850.11
1488,44,1946,924123.22,6259.47
1489,45,1946,914377.97,6710.26
1490,46,1946,902202.91,7219.72
1491,47,1946,888494.11,7792.15
1492,48,1946,874763.08,8427.55
1493,49,1946,862685.96,9125.92
1494,50,1946,847316.19,9868.07
1495,51,1946,827419.88,10577.28
1496,52,1946,804569.53,11234.33
1497,53,1946,778424.11,11839.24
1498,54,1946,750282.74,12392.01
1499,55,1946,722727.01,12900.33
1500,56,1946,700862.78,13395.01
1501,57,1946,677619.26,13883.77
1502,58,1946,652002.04,14366.59
1503,59,1946,624084.02,14843.48
1504,60,1946,599145.7,15308.98
1505,61,1946,578392.61,15741.27
1506,62,1946,558657.63,16134.89
1507,63,1946,539870.53,16489.84
1508,64,1946,520737.69,16806.12
1509,65,1946,497981.87,17083.34
1510,66,1946,468823.09,17319.91
1511,67,1946,439494.35,17515.42
1512,68,1946,410815.61,17669.88
1513,69,1946,384187.73,17783.29
1514,70,1946,357872,17851.15
1515,71,1946,329751.1,17855.44
1516,72,1946,300329.39,17791.68
1517,73,1946,270362.72,17659.85
1518,74,1946,241046.47,17459.96
1519,75,1946,213764.38,17174.14
1520,76,1946,192638.64,16730.89
1521,77,1946,173013.53,16112.35
1522,78,1946,154717.18,15318.52
1523,79,1946,137470.72,14349.39
1524,80,1946,117028.16,13241.46
