,age,year,L,D
4737,74,1975,421725.09,28228.23
4738,75,1975,394786.18,27784.11
4739,76,1975,356098.52,25405.5
4740,77,1975,316947.5,25563.55
4741,78,1975,303824.46,25503.52
4742,79,1975,279101.39,25606.56
4743,80,1975,243819.67,24718.33
4744,81,1975,215911.08,23155.93
4745,82,1975,191934.12,23062.9
4746,83,1975,164230.72,21393.47
4747,84,1975,137710.78,18993.86
4748,85,1975,118628.41,17768.55
4749,86,1975,100858.34,16342.18
4750,87,1975,80597.13,14165.62
4751,88,1975,63032.92,11660.99
4752,89,1975,50930.28,10357.65
4753,90,1975,40413.42,8910.28
4754,91,1975,30566.57,7146.83
4755,92,1975,22483.68,5532.42
4756,93,1975,16365.96,4425.14
4757,94,1975,11719.12,3424.88
4758,95,1975,8029.07,2488.64
4759,96,1975,5216.18,1719.44
4760,97,1975,3535.05,1221.32
4761,98,1975,2371.48,916.24
4762,99,1975,1555.37,580.15
4763,0,1975,985.64,353.09
4764,1,1975,628.25,221.06
4765,2,1975,423.78,175.04
4766,3,1975,292.84,124.04
4767,4,1975,208.93,70.02
4768,5,1975,135.88,56.02
4769,6,1975,86.36,27
4770,7,1975,59.59,17
4771,8,1975,43.29,16
4772,9,1975,38.09,7
4773,10,1975,99.14,21
4774,0,1976,1623307.27,27328
4775,1,1976,1558999.61,1749.51
4776,2,1976,1545500.88,1223.36
4777,3,1976,1596910.97,1053.31
4778,4,1976,1718322.95,890.26
4779,5,1976,1807169.8,886.26
4780,6,1976,1814311.19,798.23
4781,7,1976,1804803.41,691.2
4782,8,1976,1744740,626.18
4783,9,1976,1817692.77,625.18
4784,10,1976,1932640.01,646.19
4785,11,1976,1983372.66,654.2
4786,12,1976,2055670.09,813.24
4787,13,1976,2110216.72,1030.3
4788,14,1976,2164957.28,1299.38
4789,15,1976,2196506.48,1683.49
4790,16,1976,2177535.9,2425.71
4791,17,1976,2171006.39,3083.9
4792,18,1976,2145268.54,3798.11
4793,19,1976,2171841.82,4014.18
4794,20,1976,2120106.03,3932.15
4795,21,1976,2026812.36,4004.17
4796,22,1976,1958086.74,3982.17
4797,23,1976,1900837.2,3681.08
4798,24,1976,1891582.59,3658.08
4799,25,1976,1834860.12,3509.03
4800,26,1976,1767571.78,3262.96
4801,27,1976,1764266.37,3222.94
4802,28,1976,1754661.42,3236.95
4803,29,1976,1775549.74,3203.94
4804,30,1976,1581617.01,2689.79
4805,31,1976,1406228.53,2597.76
4806,32,1976,1443938.28,2732.8
4807,33,1976,1423819.07,2878.84
4808,34,1976,1372939.23,2835.83
4809,35,1976,1256851.68,2716.79
4810,36,1976,1179066.04,2842.83
4811,37,1976,1149014.08,2959.86
4812,38,1976,1116775.25,3248.95
4813,39,1976,1123281.86,3341.98
4814,40,1976,1124264.87,3673.07
4815,41,1976,1088006.54,3943.16
4816,42,1976,1081502.63,4370.28
4817,43,1976,1076969.99,4867.42
4818,44,1976,1096731.63,5206.53
4819,45,1976,1113175.09,6004.75
4820,46,1976,1135220.19,6617.94
4821,47,1976,1137003.94,7148.09
4822,48,1976,1117235.03,8052.36
4823,49,1976,1145476.18,8933.61
4824,50,1976,1124939.52,9789.87
4825,51,1976,1158981.85,10778.15
4826,52,1976,1148747.86,11848.46
4827,53,1976,1147205.7,12571.68
4828,54,1976,1136204.52,13606.99
4829,55,1976,1113995.75,14504.24
4830,56,1976,1088791.68,15465.53
4831,57,1976,1037512.48,16112.72
4832,58,1976,974781.68,16941.96
4833,59,1976,951237.93,17981.27
4834,60,1976,893943.6,19337.66
4835,61,1976,918931.31,20494
4836,62,1976,896485.54,22316.54
4837,63,1976,868979.2,23013.74
4838,64,1976,833241.6,23582.91
4839,65,1976,809659.49,25315.41
4840,66,1976,785473.64,25431.45
4841,67,1976,742438.68,26223.68
4842,68,1976,692960.85,26974.9
4843,69,1976,644249.64,27444.03
4844,70,1976,566669.42,27585.08
4845,71,1976,556749.9,26973.9
4846,72,1976,501740.63,27939.18
4847,73,1976,464211.72,27542.07
4848,74,1976,418005.38,26114.65
4849,75,1976,392963.85,28412.32
4850,76,1976,375331.01,27139.95
4851,77,1976,331387.05,25281.4
4852,78,1976,304244.91,25371.43
4853,79,1976,275095.38,24889.28
4854,80,1976,246957.22,25192.37
4855,81,1976,219743.44,23240.8
4856,82,1976,193009.84,22501.59
4857,83,1976,169580.06,22082.47
4858,84,1976,143540.09,20152.91
4859,85,1976,119137.96,17696.18
4860,86,1976,101513.71,16687.88
4861,87,1976,85133.31,15108.42
4862,88,1976,67103.16,12773.74
4863,89,1976,51721.33,10695.13
4864,90,1976,41060.05,9239.7
4865,91,1976,32133.35,7606.23
4866,92,1976,23901.93,6254.83
4867,93,1976,17207.47,4800.4
4868,94,1976,12270.46,3643.07
4869,95,1976,8628.13,2684.78
4870,96,1976,5799.95,1921.57
4871,97,1976,3697.84,1280.37
4872,98,1976,2412.82,959.28
4873,99,1976,1597.84,612.18
4874,0,1976,1054.76,431.13
4875,1,1976,661.82,271.08
4876,2,1976,426.65,161.04
4877,3,1976,283.75,103.03
4878,4,1976,201.54,66.02
4879,5,1976,146.21,47.02
4880,6,1976,94.97,29
4881,7,1976,61.75,23
4882,8,1976,40.45,16
4883,9,1976,31.93,11
4884,10,1976,106.42,30
4885,0,1977,1667229.14,26884.46
4886,1,1977,1575027.83,1753.62
4887,2,1977,1551761.89,1259.44
4888,3,1977,1569760.83,950.33
4889,4,1977,1626161.34,758.27
4890,5,1977,1718581.94,824.29
4891,6,1977,1811422.43,803.29
4892,7,1977,1851570.54,657.23
4893,8,1977,1759295.74,656.23
4894,9,1977,1796494.02,616.21
4895,10,1977,1870689.59,590.2
4896,11,1977,1900394.51,675.23
4897,12,1977,1979618.1,797.28
4898,13,1977,2069927.02,975.34
4899,14,1977,2132708.98,1307.46
4900,15,1977,2179961.56,1710.6
4901,16,1977,2188519.34,2501.88
4902,17,1977,2180037.51,3137.1
4903,18,1977,2142760.74,3947.39
4904,19,1977,2201277.57,4281.5
4905,20,1977,2170830.64,4182.47
4906,21,1977,2074097.94,4138.45
4907,22,1977,2003568.27,4163.47
4908,23,1977,1955337.72,3810.34
4909,24,1977,1943583.54,3759.32
4910,25,1977,1895843.66,3600.26
4911,26,1977,1823350.9,3466.22
4912,27,1977,1788571.34,3353.18
4913,28,1977,1718760.05,3224.13
4914,29,1977,1847425.88,3299.16
4915,30,1977,1812298.68,3257.15
4916,31,1977,1527608.19,2675.94
4917,32,1977,1412984.9,2804.99
4918,33,1977,1426437.25,2815.99
4919,34,1977,1468578.97,3092.09
4920,35,1977,1362445.34,2955.04
4921,36,1977,1238357.62,2954.04
4922,37,1977,1180576.51,3057.07
4923,38,1977,1135775.14,3166.11
4924,39,1977,1149282.74,3404.19
4925,40,1977,1144537.59,3433.2
4926,41,1977,1099510.98,3962.4
4927,42,1977,1089770.65,4359.54
4928,43,1977,1071513.61,4653.64
4929,44,1977,1083479.04,5019.77
4930,45,1977,1083484.72,5445.92
4931,46,1977,1108177.85,6182.17
4932,47,1977,1135233.55,6882.42
4933,48,1977,1116011.49,7792.74
4934,49,1977,1141230.36,8803.09
4935,50,1977,1109219.26,9564.36
4936,51,1977,1145214.66,10309.62
4937,52,1977,1147970.74,11654.1
4938,53,1977,1147506.05,12391.36
4939,54,1977,1134222.95,13138.62
4940,55,1977,1118468.67,14584.13
4941,56,1977,1103517.59,15258.36
4942,57,1977,1076297.59,16200.69
4943,58,1977,1017026.3,16426.78
4944,59,1977,975551.27,17873.29
4945,60,1977,892497.49,18443.49
4946,61,1977,919444.35,19793.97
4947,62,1977,906219.05,21913.7
4948,63,1977,885258.62,22924.06
4949,64,1977,848992.73,23467.26
4950,65,1977,814025.91,24768.71
4951,66,1977,787446.59,25281.89
4952,67,1977,762521.95,26185.21
4953,68,1977,719249.44,26245.23
4954,69,1977,666991.34,27437.65
4955,70,1977,578052.82,27498.67
4956,71,1977,571453.88,27475.67
4957,72,1977,518503.01,27918.82
4958,73,1977,486986.84,27816.78
4959,74,1977,434248.88,27495.67
4960,75,1977,389564.8,26182.21
4961,76,1977,374570,27482.66
4962,77,1977,351136.4,26863.45
4963,78,1977,321426.42,24453.6
4964,79,1977,275009.57,24615.66
4965,80,1977,244284.82,24214.52
4966,81,1977,222909.6,23578.29
4967,82,1977,196827.97,22571.94
4968,83,1977,170894.49,21684.63
4969,84,1977,148499.01,20377.17
4970,85,1977,124444.92,18153.39
4971,86,1977,102127.82,16089.66
4972,87,1977,85877.45,14791.2
4973,88,1977,71141.58,13138.62
4974,89,1977,55275.99,10921.84
4975,90,1977,41845.44,8904.14
4976,91,1977,32768.44,7536.65
4977,92,1977,25139.11,6444.27
4978,93,1977,18311.89,4908.73
4979,94,1977,12983.3,3595.26
4980,95,1977,9114.73,2731.96
4981,96,1977,6282.64,2034.71
4982,97,1977,4149.13,1414.5
4983,98,1977,2579.55,877.31
4984,99,1977,1637.52,644.23
4985,0,1977,1076.66,397.14
4986,1,1977,704.51,268.1
4987,2,1977,450.49,159.06
4988,3,1977,299.32,99.04
4989,4,1977,202.53,65.02
4990,5,1977,142.27,61.02
4991,6,1977,104.21,33.02
4992,7,1977,68.14,24
4993,8,1977,43.02,8
4994,9,1977,28.08,14
4995,10,1977,101.54,34
4996,0,1978,1712570.52,26100.81
4997,1,1978,1611560.12,1798.89
4998,2,1978,1570540.85,1274.62
4999,3,1978,1577262.32,987.48
5000,4,1978,1599254.68,807.39
5001,5,1978,1626915.45,719.35
5002,6,1978,1722333.8,730.35
5003,7,1978,1852422.48,696.34
5004,8,1978,1801316.93,627.3
5005,9,1978,1816557.07,580.28
5006,10,1978,1845995.52,580.29
5007,11,1978,1844446.68,644.32
5008,12,1978,1894397.82,723.36
5009,13,1978,1995378.19,1001.5
5010,14,1978,2089674.31,1194.59
5011,15,1978,2150968.43,1595.79
5012,16,1978,2174226.51,2424.19
5013,17,1978,2191782.21,3256.6
5014,18,1978,2151321.86,3917.92
5015,19,1978,2208552.75,4279.1
5016,20,1978,2193536.46,4230.08
5017,21,1978,2123590.83,4358.14
5018,22,1978,2051361.29,4143.03
5019,23,1978,2002588.04,4064.99
5020,24,1978,1994852.86,3764.84
5021,25,1978,1950847.61,3698.82
5022,26,1978,1885843.31,3461.7
5023,27,1978,1844866.08,3426.68
5024,28,1978,1735315.61,3239.59
5025,29,1978,1823534.05,3284.61
5026,30,1978,1876657.66,3268.61
5027,31,1978,1755546.13,3309.63
5028,32,1978,1534621.13,2752.35
5029,33,1978,1396235.83,2799.38
5030,34,1978,1472692.16,2982.46
5031,35,1978,1456829.76,3192.57
5032,36,1978,1340442.98,3079.51
5033,37,1978,1240355.11,3187.57
5034,38,1978,1165068.95,3251.59
5035,39,1978,1173533.46,3435.69
5036,40,1978,1173292.07,3556.74
5037,41,1978,1115293.2,3871.9
5038,42,1978,1101757.92,4264.09
5039,43,1978,1079008.2,4550.23
5040,44,1978,1080263.96,4840.37
5041,45,1978,1069473.74,5468.69
5042,46,1978,1079217.39,5810.85
5043,47,1978,1108908.73,6748.31
5044,48,1978,1112474.5,7457.66
5045,49,1978,1144225.44,8241.05
5046,50,1978,1100718.41,9271.55
5047,51,1978,1133730.4,10117.97
5048,52,1978,1134416.93,11055.43
5049,53,1978,1148957.13,12195.98
5050,54,1978,1135492.83,13287.52
5051,55,1978,1116735.63,13866.81
5052,56,1978,1108948.74,15256.49
5053,57,1978,1091982.52,16304
5054,58,1978,1055531.79,17170.43
5055,59,1978,1021475.02,17384.53
5056,60,1978,909489.25,18799.22
5057,61,1978,925449.49,19617.63
5058,62,1978,907163,21308.46
5059,63,1978,895400.44,22884.23
5060,64,1978,864195.13,24007.78
5061,65,1978,829168,24655.1
5062,66,1978,791193.4,25341.44
5063,67,1978,764392.16,26634.07
5064,68,1978,739705.09,27052.28
5065,69,1978,693433.75,27176.34
5066,70,1978,594157.58,28066.78
5067,71,1978,588710.82,27934.71
5068,72,1978,531568.38,28507
5069,73,1978,506158.79,28115.8
5070,74,1978,456672.83,28282.88
5071,75,1978,405683.62,27688.59
5072,76,1978,371481.91,26314.92
5073,77,1978,350480.3,27417.46
5074,78,1978,344831.26,26334.93
5075,79,1978,290087.16,23862.72
5076,80,1978,244188.8,24263.91
5077,81,1978,220413.44,23474.52
5078,82,1978,199536.88,23196.38
5079,83,1978,174431.24,21652.63
5080,84,1978,149940.33,20307.97
5081,85,1978,128883.58,18960.31
5082,86,1978,106867.32,16976.34
5083,87,1978,86430.52,14810.27
5084,88,1978,71794.98,13358.56
5085,89,1978,58698.32,11938.86
5086,90,1978,44817.8,9761.8
5087,91,1978,33452.97,7551.71
5088,92,1978,25718.08,6421.15
5089,93,1978,19330.56,5284.6
5090,94,1978,13850.62,3978.95
5091,95,1978,9635.4,3024.48
5092,96,1978,6602.23,2193.07
5093,97,1978,4444.77,1583.78
5094,98,1978,2910.33,1040.51
5095,99,1978,1779.36,627.31
5096,0,1978,1105.03,437.22
5097,1,1978,720.14,297.15
5098,2,1978,468.24,183.09
5099,3,1978,312.99,117.06
5100,4,1978,208.17,77.04
5101,5,1978,139.35,51.02
5102,6,1978,96.79,40.02
5103,7,1978,73.57,26.02
5104,8,1978,48.54,21.01
5105,9,1978,29.92,9
5106,10,1978,92.48,29
5107,0,1979,1760259.24,25991.42
5108,1,1979,1652545.08,1659.73
5109,2,1979,1609073.1,1180.52
5110,3,1979,1597993.72,979.44
5111,4,1979,1607114.33,773.34
5112,5,1979,1600811.65,718.32
5113,6,1979,1631670.52,654.28
5114,7,1979,1765616.8,601.26
5115,8,1979,1800760.04,598.26
5116,9,1979,1862506.32,608.27
5117,10,1979,1863203.49,568.25
5118,11,1979,1824803.23,587.26
5119,12,1979,1836890.56,666.3
5120,13,1979,1910698.65,838.37
5121,14,1979,2013219.73,1104.48
5122,15,1979,2110574.15,1617.71
5123,16,1979,2148587.83,2397.06
5124,17,1979,2181147.51,3178.4
5125,18,1979,2162318.87,4061.79
5126,19,1979,2224482.33,4298.89
5127,20,1979,2194086.7,4339.9
5128,21,1979,2148807.67,4241.86
5129,22,1979,2106380.31,4330.9
5130,23,1979,2055558.23,4159.83
5131,24,1979,2041589.09,3990.75
5132,25,1979,2006665.86,3951.73
5133,26,1979,1942801.73,3729.63
5134,27,1979,1907647.78,3698.62
5135,28,1979,1782812.53,3508.54
5136,29,1979,1855685.34,3451.52
5137,30,1979,1842634.82,3446.51
5138,31,1979,1822658.34,3425.5
5139,32,1979,1762968.44,3400.5
5140,33,1979,1516416.87,2899.27
5141,34,1979,1443017.69,2849.25
5142,35,1979,1460527.22,3154.38
5143,36,1979,1431538.17,3335.47
5144,37,1979,1343477.91,3155.39
5145,38,1979,1221710.22,3296.45
5146,39,1979,1209807.17,3370.48
5147,40,1979,1198988.96,3579.58
5148,41,1979,1139839.47,3780.66
5149,42,1979,1118969.75,4055.78
5150,43,1979,1091627.97,4433.94
5151,44,1979,1089742.82,4911.16
5152,45,1979,1065552.68,5157.27
5153,46,1979,1067300.76,5847.57
5154,47,1979,1080929.47,6279.75
5155,48,1979,1083410.17,6983.07
5156,49,1979,1145979.24,8112.56
5157,50,1979,1102816.26,8768.85
5158,51,1979,1126351.1,9754.29
5159,52,1979,1124291.62,10746.72
5160,53,1979,1138207.18,11781.18
5161,54,1979,1138002.13,12809.62
5162,55,1979,1115429.99,13603.97
5163,56,1979,1107568.34,14379.31
5164,57,1979,1100057.07,15883.98
5165,58,1979,1069421.25,17047.49
5166,59,1979,1063452.63,17933.87
5167,60,1979,951842.41,18126.97
5168,61,1979,945546.74,19390.52
5169,62,1979,911458.28,20766.12
5170,63,1979,897561.66,21805.58
5171,64,1979,875575.5,23430.29
5172,65,1979,844928.28,24747.87
5173,66,1979,805393.55,24976.97
5174,67,1979,768847.03,25578.24
5175,68,1979,741991.14,26626.69
5176,69,1979,713709.48,27192.95
5177,70,1979,617079,27423.05
5178,71,1979,608201.86,27971.29
5179,72,1979,548985.87,28348.45
5180,73,1979,519266.35,28174.37
5181,74,1979,476304.14,28249.41
5182,75,1979,428714.32,27936.27
5183,76,1979,388091.09,26851.79
5184,77,1979,347090.96,25488.19
5185,78,1979,347359.49,26568.67
5186,79,1979,307485.41,25425.17
5187,80,1979,244747.67,23310.24
5188,81,1979,220706.96,23018.11
5189,82,1979,197643.68,22008.67
5190,83,1979,177319.18,21699.53
5191,84,1979,153557.42,20115.83
5192,85,1979,130589.06,18437.1
5193,86,1979,111034.05,17279.59
5194,87,1979,90837.33,15177.67
5195,88,1979,72504.79,12852.65
5196,89,1979,59458.57,11501.05
5197,90,1979,47822.97,10149.46
5198,91,1979,35988.72,8008.52
5199,92,1979,26444.05,6311.77
5200,93,1979,19921.38,5208.29
5201,94,1979,14688.67,4102.8
5202,95,1979,10308.38,3076.35
5203,96,1979,7018.45,2218.98
5204,97,1979,4709.64,1612.71
5205,98,1979,3131.93,1058.46
5206,99,1979,2044.35,758.34
5207,0,1979,1223.78,425.18
5208,1,1979,752.13,267.12
5209,2,1979,480.95,193.08
5210,3,1979,313.75,142.06
5211,4,1979,202.75,97.04
5212,5,1979,139.05,60.02
5213,6,1979,91.76,36.02
5214,7,1979,65.38,29.02
5215,8,1979,50.42,17
5216,9,1979,33.24,14
5217,10,1979,89.37,23
5218,0,1980,1815460.33,25813.47
5219,1,1980,1703916.72,1836.67
5220,2,1980,1642839.95,1208.44
5221,3,1980,1647524.66,978.36
5222,4,1980,1616523.19,739.27
5223,5,1980,1607009.93,611.23
5224,6,1980,1610852.5,595.22
5225,7,1980,1667912.56,600.22
5226,8,1980,1706629.08,589.22
5227,9,1980,1861418.57,594.22
5228,10,1980,1917922.91,571.21
5229,11,1980,1842235.6,566.21
5230,12,1980,1817808.36,627.23
5231,13,1980,1849029.91,746.28
5232,14,1980,1921825.29,1061.39
5233,15,1980,2028131.8,1485.54
5234,16,1980,2121141.15,2426.89
5235,17,1980,2157122,3082.13
5236,18,1980,2142814.58,3941.44
5237,19,1980,2241684.69,4276.57
5238,20,1980,2203567.97,4389.61
5239,21,1980,2159376.51,4433.63
5240,22,1980,2131601.37,4407.61
5241,23,1980,2118203.17,4338.59
5242,24,1980,2096643.89,4134.51
5243,25,1980,2053512.13,4100.5
5244,26,1980,2004426.53,3909.43
5245,27,1980,1962802.46,3872.42
5246,28,1980,1844383.18,3568.31
5247,29,1980,1927212.01,3593.32
5248,30,1980,1848331.58,3490.28
5249,31,1980,1799240.06,3393.25
5250,32,1980,1830912.66,3555.31
5251,33,1980,1748601.23,3558.3
5252,34,1980,1573909.36,3012.11
5253,35,1980,1420890.79,3072.12
5254,36,1980,1432948.06,3285.2
5255,37,1980,1443998.98,3536.3
5256,38,1980,1322534.58,3373.23
5257,39,1980,1276346.89,3561.31
5258,40,1980,1224939.49,3747.37
5259,41,1980,1154274.48,3871.42
5260,42,1980,1152547.35,4143.52
5261,43,1980,1114195.02,4328.58
5262,44,1980,1097033.88,4706.72
5263,45,1980,1079955.48,5344.96
5264,46,1980,1079664.18,5322.95
5265,47,1980,1066540.55,6215.28
5266,48,1980,1044259.24,6918.53
5267,49,1980,1122126.04,7678.81
5268,50,1980,1115150.63,8726.2
5269,51,1980,1113809.45,9485.48
5270,52,1980,1116901.31,10566.87
5271,53,1980,1135913.07,11550.23
5272,54,1980,1128711.82,12693.65
5273,55,1980,1108124.7,13810.06
5274,56,1980,1108569.83,14840.44
5275,57,1980,1107804.59,15678.75
5276,58,1980,1062749.97,17371.37
5277,59,1980,1083121.09,18403.74
5278,60,1980,1011821.53,19219.04
5279,61,1980,968516.56,19214.04
5280,62,1980,918030.24,21013.7
5281,63,1980,909763.2,21644.93
5282,64,1980,882830.6,23133.48
5283,65,1980,857723.78,24900.12
5284,66,1980,816329.67,25698.42
5285,67,1980,784490.61,26752.8
5286,68,1980,743662.58,26997.89
5287,69,1980,715835.17,28158.32
5288,70,1980,648122.8,28746.54
5289,71,1980,619570.54,28307.38
5290,72,1980,573121.25,29785.92
5291,73,1980,526873.66,29205.71
5292,74,1980,493288.24,28919.6
5293,75,1980,448158.12,28952.61
5294,76,1980,407123.31,28632.49
5295,77,1980,361990.04,27682.15
5296,78,1980,339449.11,26255.62
5297,79,1980,308508.6,26735.8
5298,80,1980,258803.62,25532.36
5299,81,1980,221160.36,23052.44
5300,82,1980,197980.15,22769.34
5301,83,1980,175598.17,21895.02
5302,84,1980,155920.26,21349.82
5303,85,1980,133614.4,19609.19
5304,86,1980,112327.25,18088.63
5305,87,1980,94193.58,16453.03
5306,88,1980,76106.35,14164.19
5307,89,1980,59976.07,11823.33
5308,90,1980,48478.59,10462.83
5309,91,1980,38317.77,9030.3
5310,92,1980,28371.33,7105.61
5311,93,1980,20427.45,5563.04
5312,94,1980,15067.21,4464.63
5313,95,1980,10907.31,3453.27
5314,96,1980,7454.3,2595.95
5315,97,1980,4976.36,1721.63
5316,98,1980,3299.23,1210.45
5317,99,1980,2166.26,882.32
5318,0,1980,1367.67,599.22
5319,1,1980,813.78,357.13
5320,2,1980,490.81,213.08
5321,3,1980,312.05,121.04
5322,4,1980,197.43,90.03
5323,5,1980,130.09,58.02
5324,6,1980,87.91,36.02
5325,7,1980,59.17,27.01
5326,8,1980,43.66,18
5327,9,1980,34.72,14
5328,10,1980,95.51,19
5329,0,1981,1846190.51,24461.78
5330,1,1981,1757441.11,1742.7
5331,2,1981,1693761.6,1204.48
5332,3,1981,1679153.53,870.35
5333,4,1981,1660944.54,784.31
5334,5,1981,1615313.29,614.25
5335,6,1981,1615783.23,607.25
5336,7,1981,1638875.25,534.22
5337,8,1981,1607586.75,549.22
5338,9,1981,1764330.69,517.21
5339,10,1981,1913151.68,561.22
5340,11,1981,1894758.17,579.23
5341,12,1981,1837406.23,641.26
5342,13,1981,1828254.61,756.31
5343,14,1981,1858537.11,898.36
5344,15,1981,1933653,1278.51
5345,16,1981,2039907.22,2008.8
5346,17,1981,2130208.01,2772.11
5347,18,1981,2111759.5,3608.44
5348,19,1981,2223046.58,3797.52
5349,20,1981,2221984.56,3981.59
5350,21,1981,2171353.44,4104.64
5351,22,1981,2142849.11,4103.64
5352,23,1981,2140689.13,3957.58
5353,24,1981,2158054.17,4095.63
5354,25,1981,2108033.35,4051.61
5355,26,1981,2049779.84,3763.51
5356,27,1981,2023519.09,3791.52
5357,28,1981,1893789.47,3762.51
5358,29,1981,1999452.41,3679.47
5359,30,1981,1904123.21,3638.45
5360,31,1981,1807554.19,3461.38
5361,32,1981,1809591.33,3465.39
5362,33,1981,1814517.98,3446.38
5363,34,1981,1813870.55,3693.48
5364,35,1981,1545168.81,3007.2
5365,36,1981,1394530.83,3238.29
5366,37,1981,1445580.8,3375.35
5367,38,1981,1412226.36,3753.5
5368,39,1981,1389729.57,3685.47
5369,40,1981,1277001.73,3780.51
5370,41,1981,1175654.74,3969.59
5371,42,1981,1167335.22,4136.66
5372,43,1981,1154176.12,4351.74
5373,44,1981,1120598.92,4621.85
5374,45,1981,1084303.4,5086.04
5375,46,1981,1101271.89,5587.23
5376,47,1981,1083639.1,6147.46
5377,48,1981,1014571.58,6644.66
5378,49,1981,1087374.69,7278.9
5379,50,1981,1105712.96,8315.32
5380,51,1981,1099456.08,9083.63
5381,52,1981,1105615.72,10149.06
5382,53,1981,1130835.13,11188.47
5383,54,1981,1132536.04,12421.96
5384,55,1981,1091028.35,13418.36
5385,56,1981,1099993.05,14399.75
5386,57,1981,1118752.19,15794.31
5387,58,1981,1054478.7,16518.6
5388,59,1981,1073829.46,17942.17
5389,60,1981,1062144.78,18902.55
5390,61,1981,997169.52,19849.93
5391,62,1981,925455.32,20453.17
5392,63,1981,921328.24,21993.78
5393,64,1981,903992.98,22685.07
5394,65,1981,866515.37,24220.68
5395,66,1981,821650.47,25410.15
5396,67,1981,796720.49,26391.54
5397,68,1981,752577.07,26978.78
5398,69,1981,719753.13,27340.92
5399,70,1981,671210.27,28690.46
5400,71,1981,629745.03,28932.56
5401,72,1981,590515.78,28836.52
5402,73,1981,536937.9,29710.87
5403,74,1981,506628.61,29147.65
5404,75,1981,463850.28,28945.57
5405,76,1981,419440.54,28766.49
5406,77,1981,379105.22,27790.1
5407,78,1981,341508.59,26949.76
5408,79,1981,309182.27,25624.24
5409,80,1981,265673.63,25980.38
5410,81,1981,233866.72,24575.82
5411,82,1981,198115.82,22001.79
5412,83,1981,175856.73,21637.65
5413,84,1981,154293.08,20350.13
5414,85,1981,135578.32,19406.76
5415,86,1981,114799.5,18002.19
5416,87,1981,95189.9,15961.37
5417,88,1981,78873.56,14294.71
5418,89,1981,62837.91,12430.97
5419,90,1981,48814.25,10003
5420,91,1981,38867.71,8795.51
5421,92,1981,30159.15,7384.96
5422,93,1981,21867.77,5806.32
5423,94,1981,15371.3,4361.74
5424,95,1981,11115.5,3447.38
5425,96,1981,7822.02,2637.05
5426,97,1981,5267.38,1776.71
5427,98,1981,3469.67,1231.49
5428,99,1981,2245.31,868.35
5429,0,1981,1433.01,556.22
5430,1,1981,892.22,367.14
5431,2,1981,530.13,204.08
5432,3,1981,317.49,155.06
5433,4,1981,197.56,69.02
5434,5,1981,130.84,60.02
5435,6,1981,80.91,36.02
5436,7,1981,57.39,22
5437,8,1981,39.46,11
5438,9,1981,30.94,12
5439,10,1981,101.42,24
5440,0,1982,1861457.59,24082.46
5441,1,1982,1783400.53,1740.68
5442,2,1982,1755097.06,1140.45
5443,3,1982,1717464.18,882.35
5444,4,1982,1698608.22,686.27
5445,5,1982,1660447.65,593.23
5446,6,1982,1618151.36,547.21
5447,7,1982,1641768.51,558.22
5448,8,1982,1584383.63,474.18
5449,9,1982,1665497.27,514.2
5450,10,1982,1799319.83,458.18
5451,11,1982,1889072.28,537.21
5452,12,1982,1889992.69,625.25
5453,13,1982,1849487.08,710.28
5454,14,1982,1841452.11,907.35
5455,15,1982,1873613.55,1203.47
5456,16,1982,1936119.59,1792.7
5457,17,1982,2052471.56,2548
5458,18,1982,2087490.03,3364.32
5459,19,1982,2190286.81,3620.42
5460,20,1982,2209814.79,3606.42
5461,21,1982,2185592.26,3858.51
5462,22,1982,2157714.33,3778.48
5463,23,1982,2144139.36,3844.51
5464,24,1982,2178688.96,3771.48
5465,25,1982,2169988.76,3739.47
5466,26,1982,2097562.5,3549.39
5467,27,1982,2069373.35,3596.42
5468,28,1982,1942490.84,3585.41
5469,29,1982,2046958.09,3588.4
5470,30,1982,1980244.15,3525.39
5471,31,1982,1856748.59,3491.38
5472,32,1982,1818798.42,3510.38
5473,33,1982,1785602.87,3399.34
5474,34,1982,1877358.43,3390.33
5475,35,1982,1785353.33,3671.44
5476,36,1982,1518078.85,3186.25
5477,37,1982,1399051.08,3172.25
5478,38,1982,1401651.63,3497.37
5479,39,1982,1493284.22,3845.51
5480,40,1982,1384381.89,3761.47
5481,41,1982,1232147.74,3764.48
5482,42,1982,1181239.55,3998.57
5483,43,1982,1169778.83,4264.67
5484,44,1982,1169711.34,4507.77
5485,45,1982,1099473.33,4829.9
5486,46,1982,1095725.2,5273.07
5487,47,1982,1112930.43,5972.34
5488,48,1982,1024119.8,6205.44
5489,49,1982,1062670.09,7072.77
5490,50,1982,1074829.54,7665.01
5491,51,1982,1076085.81,8550.36
5492,52,1982,1093366.98,9974.92
5493,53,1982,1115265.8,10614.17
5494,54,1982,1133530.52,11879.67
5495,55,1982,1094237.58,12683.98
5496,56,1982,1080529.44,13885.45
5497,57,1982,1112451.37,15180.96
5498,58,1982,1060899.99,16488.48
5499,59,1982,1061581.93,17122.72
5500,60,1982,1063763.89,18961.45
5501,61,1982,1034327.14,19934.83
5502,62,1982,951093.15,21440.42
5503,63,1982,926931.2,21021.25
5504,64,1982,921277.2,22672.9
5505,65,1982,886764.39,23750.33
5506,66,1982,828079.44,24718.71
5507,67,1982,803402.14,26287.33
